name,abbrv,formula,state,ref1,ref2,date,model,E_units,G,H,S,Cp,V,a1.a,a2.b,a3.c,a4.d,c1.e,c2.f,omega.lambda,z.T
GdO2-,NA,GdO2-,aq,HSS95,SLOP98.10,1998-06-02,HKF,cal,-225000,-237730,38.3,-113.4,21.3,5.0344,4.5111,3.9769,-2.9654,-50.6235,-26.1341,1.0495,-1
GdNO3+2,NA,GdNO3+2,aq,HSS95,NA,1998-01-21,HKF,cal,-185700,-219800,-32.5,22.7,-7.5,1.3205,-4.5535,7.5323,-2.5907,33.6609,1.5663,1.5475,2
GdHCO3+2,NA,GdHCO3+2,aq,HSS95,NA,1998-01-21,HKF,cal,-301200,-326700,-9.7,37.4,-11.8,0.6026,-6.3043,8.2153,-2.5183,39.1396,4.5681,1.2048,2
GdH2PO4+2,NA,GdH2PO4+2,aq,HSS95,SLOP98.10,1998-06-02,HKF,cal,-431800,-476600,-26.1,40.2,-5.2,1.6048,-3.8632,7.2686,-2.6192,43.0549,5.1201,1.4574,2
GdCO3+,NA,GdCO3+,aq,HSS95,SLOP98.10,1998-06-02,HKF,cal,-295500,-330220,-40.8,-62.7,-23.1,-0.953,-10.1036,9.7095,-2.3612,-19.8322,-15.8269,1.1729,1
GdSO4+,NA,GdSO4+,aq,HSS95,SLOP98.10,2007-10-11,HKF,cal,-341500,-376800,-12,-57.6,-4.1,1.4776,-4.1705,7.3822,-2.6065,-20.936,-14.788,0.7287,1
TbCl+2,NA,TbCl+2,aq,HSS95,NA,1998-01-21,HKF,cal,-191200,-203500,-28.1,-1.7,-18.5,-0.2034,-8.2736,8.9909,-2.4369,18.7845,-3.4094,1.4867,2
TbCl2+,NA,TbCl2+,aq,HSS95,NA,1998-01-21,HKF,cal,-222200,-242400,-12.6,-4.5,6.4,2.9196,-0.6498,5.9993,-2.752,10.263,-3.9752,0.7384,1
TbCl3,NA,TbCl3,aq,HSS95,NA,1998-01-21,HKF,cal,-253000,-284300,-7.2,-44.3,34.1,6.4214,7.8972,2.6479,-3.1054,-20.0913,-12.065,-0.03,0
TbCl4-,NA,TbCl4-,aq,HSS95,NA,1998-01-21,HKF,cal,-283800,-329400,-13.2,-120.8,64.2,11.2397,19.6657,-1.9861,-3.5919,-47.9171,-27.6788,1.8257,-1
TbF+2,NA,TbF+2,aq,HSS95,NA,1998-01-21,HKF,cal,-233200,-241600,-17.6,2.4,-37.6,-2.8718,-14.7859,11.5438,-2.1677,19.7334,-2.5739,1.3288,2
TbF2+,NA,TbF2+,aq,HSS95,NA,1998-01-21,HKF,cal,-305300,-324300,-13.3,5.3,-34,-2.6056,-14.1355,11.2872,-2.1945,16.0944,-1.98,0.7483,1
TbF3,NA,TbF3,aq,HSS95,NA,1998-01-21,HKF,cal,-376100,-410200,-24,-27.3,-30,-2.3534,-13.5233,11.0536,-2.2198,-10.082,-8.586,-0.03,0
TbF4-,NA,TbF4-,aq,HSS95,NA,1998-01-21,HKF,cal,-446300,-500900,-53.2,-94.8,-26.6,-0.9496,-10.0938,9.7025,-2.3616,-27.1819,-22.3919,2.4254,-1
TbOH+2,NA,TbOH+2,aq,HSS95,SLOP98.10,1998-06-02,HKF,cal,-205500,-216150,-9.3,-26.6,3.4,2.6348,-1.3451,6.272,-2.7233,1.6043,-8.4529,1.1969,2
TbO+,NA,TbO+,aq,HSS95,NA,1998-01-21,HKF,cal,-194100,-209000,6.3,-68,5.9,2.7263,-1.123,6.1877,-2.7325,-29.4895,-16.8861,0.4555,1
TbO2H,NA,TbO2H,aq,HSS95,NA,1998-01-21,HKF,cal,-238700,-251000,40.9,-117.3,21.9,4.7517,3.8228,4.2425,-2.9369,-62.8548,-26.9285,-0.03,0
TbO2-,NA,TbO2-,aq,HSS95,SLOP98.10,1998-06-02,HKF,cal,-226200,-241600,30.5,-97.4,19.3,4.8006,3.938,4.2071,-2.9417,-40.159,-22.8749,1.1676,-1
TbNO3+2,NA,TbNO3+2,aq,HSS95,NA,1998-01-21,HKF,cal,-186700,-223800,-41.6,22.5,-7.4,1.3991,-4.3601,7.4524,-2.5987,34.8389,1.5205,1.6897,2
TbHCO3+2,NA,TbHCO3+2,aq,HSS95,NA,1998-01-21,HKF,cal,-302100,-335300,-34.3,37.3,-11.7,0.7596,-5.9232,8.0699,-2.534,42.4558,4.5223,1.579,2
TbH2PO4+2,NA,TbH2PO4+2,aq,HSS95,SLOP98.10,1998-06-02,HKF,cal,-432600,-479900,-33.1,40,-5,1.6693,-3.7077,7.2115,-2.6256,43.8497,5.0743,1.5579,2
TbCO3+,NA,TbCO3+,aq,HSS95,SLOP98.10,1998-06-02,HKF,cal,-296500,-333330,-46.7,-57.7,-4,1.5196,-4.0643,7.3324,-2.6109,-20.3354,-14.8084,0.8002,1
TbSO4+,NA,TbSO4+,aq,HSS95,NA,1998-01-21,HKF,cal,-342400,-379600,-17.1,-57.7,-4,1.5192,-4.0691,7.3424,-2.6107,-20.2352,-14.8084,0.8111,1
DyCl+2,NA,DyCl+2,aq,HSS95,NA,1998-01-21,HKF,cal,-190400,-203200,-29.5,8,-19.1,-0.2729,-8.441,9.0516,-2.4299,24.6385,-1.4386,1.5067,2
DyCl2+,NA,DyCl2+,aq,HSS95,NA,1998-01-21,HKF,cal,-221400,-242200,-14.4,14.3,5.8,2.8449,-0.8347,6.077,-2.7444,21.6041,-0.13,0.7686,1
DyCl3,NA,DyCl3,aq,HSS95,NA,1998-01-21,HKF,cal,-252200,-284200,-9.6,-12.4,33.4,6.3268,7.6646,2.7424,-3.0958,-1.3925,-5.5657,-0.03,0
DyCl4-,NA,DyCl4-,aq,HSS95,NA,1998-01-21,HKF,cal,-283000,-329600,-16.4,-72,63.4,11.1518,19.4467,-1.8909,-3.5828,-18.8614,-17.746,1.8776,-1
DyF+2,NA,DyF+2,aq,HSS95,NA,1998-01-21,HKF,cal,-232400,-241100,-18.4,12.1,-38.1,-2.9451,-14.9683,11.6229,-2.1601,25.4842,-0.6031,1.3375,2
DyF2+,NA,DyF2+,aq,HSS95,NA,1998-01-21,HKF,cal,-304500,-323800,-14.1,24.1,-34.6,-2.6837,-14.3302,11.3726,-2.1865,27.3446,1.8651,0.7686,1
DyF3,NA,DyF3,aq,HSS95,NA,1998-01-21,HKF,cal,-375400,-409800,-25,4.6,-30.7,-2.4481,-13.7557,11.1483,-2.2102,8.6168,-2.0868,-0.03,0
DyF4-,NA,DyF4-,aq,HSS95,NA,1998-01-21,HKF,cal,-445600,-500800,-54.9,-46,-27.4,-1.0402,-10.3182,9.7972,-2.3523,1.7998,-12.4591,2.4692,-1
DyOH+2,NA,DyOH+2,aq,HSS95,SLOP98.10,1998-06-02,HKF,cal,-204700,-215940,-10.9,-24.8,3.2,2.6154,-1.3941,6.295,-2.7213,2.8769,-8.0863,1.2206,2
DyO+,NA,DyO+,aq,HSS95,SLOP98.10,1998-06-02,HKF,cal,-193400,-200020,4.6,-66.1,5.6,2.6935,-1.2056,6.2255,-2.7291,-28.1511,-16.4991,0.4799,1
DyO2H,NA,DyO2H,aq,HSS95,NA,1998-01-21,HKF,cal,-238200,-251100,39.1,-113.1,21.5,4.6969,3.6855,4.3051,-2.9313,-60.3933,-26.073,-0.03,0
DyO2-,NA,DyO2-,aq,HSS95,SLOP98.10,1998-06-02,HKF,cal,-226400,-242480,28.6,-93.4,18.8,4.7414,3.7936,4.2636,-2.9357,-37.5629,-22.0601,1.1949,-1
DyNO3+2,NA,DyNO3+2,aq,HSS95,NA,1998-01-21,HKF,cal,-185400,-223200,-43.8,32.2,-7.9,1.3347,-4.5159,7.5104,-2.5922,40.8317,3.4913,1.7247,2
DyHCO3+2,NA,DyHCO3+2,aq,HSS95,SLOP98.10,1998-06-02,HKF,cal,-301300,-329700,-18.2,46.9,-12.2,0.6017,-6.3082,8.2207,-2.5181,45.9011,6.4931,1.3375,2
DyH2PO4+2,NA,DyH2PO4+2,aq,HSS95,SLOP98.10,1998-06-02,HKF,cal,-431800,-479700,-34.8,49.6,-5.6,1.6038,-3.8668,7.2721,-2.619,49.8123,7.0451,1.5897,2
DyCO3+,NA,DyCO3+,aq,HSS95,SLOP98.10,1998-06-02,HKF,cal,-295800,-333160,-48.1,-58.5,-23.3,-0.934,-10.0536,9.6821,-2.3633,-16.3311,-14.9713,1.2858,1
DySO4+,NA,DySO4+,aq,HSS95,NA,2007-10-11,HKF,cal,-341600,-379000,-17.9,-53.4,-4.3,1.4956,-4.1268,7.365,-2.6083,-17.6132,-13.9325,0.8222,1
HoCl+2,NA,HoCl+2,aq,HSS95,NA,1998-01-21,HKF,cal,-193100,-205600,-28.4,4.4,-20.1,-0.4168,-8.794,9.1934,-2.4154,22.345,-2.172,1.4867,2
HoCl2+,NA,HoCl2+,aq,HSS95,NA,1998-01-21,HKF,cal,-224100,-244600,-13.1,7.3,4.6,2.6851,-1.2272,6.2371,-2.7282,17.3007,-1.5607,0.7483,1
HoCl3,NA,HoCl3,aq,HSS95,NA,1998-01-21,HKF,cal,-254900,-286400,-7.8,-24.3,32.3,6.1565,7.2496,2.903,-3.0786,-8.35,-7.9841,-0.03,0
HoCl4-,NA,HoCl4-,aq,HSS95,NA,1998-01-21,HKF,cal,-285700,-331700,-14,-90.2,62,10.9513,18.9611,-1.7081,-3.5628,-29.7863,-21.4419,1.846,-1
HoF+2,NA,HoF+2,aq,HSS95,NA,1998-01-21,HKF,cal,-235200,-243800,-17.8,8.5,-39.1,-3.0852,-15.3064,11.7462,-2.1461,23.2937,-1.3364,1.3288,2
HoF2+,NA,HoF2+,aq,HSS95,NA,1998-01-21,HKF,cal,-307400,-326500,-13.5,17.1,-35.8,-2.84,-14.707,11.5098,-2.1709,23.134,0.4343,0.7584,1
HoF3,NA,HoF3,aq,HSS95,NA,1998-01-21,HKF,cal,-378300,-412500,-24.2,-7.2,-32,-2.6184,-14.1706,11.309,-2.1931,1.6591,-4.5051,-0.03,0
HoF4-,NA,HoF4-,aq,HSS95,NA,1998-01-21,HKF,cal,-448500,-503400,-53.7,-64.2,-28.7,-1.2375,-10.7997,9.986,-2.3324,-9.0382,-16.155,2.4471,-1
HoOH+2,NA,HoOH+2,aq,HSS95,SLOP98.10,1998-06-02,HKF,cal,-207500,-218400,-9.7,-26.2,3.4,2.6374,-1.3394,6.2715,-2.7235,1.9108,-8.3714,1.2048,2
HoO+,NA,HoO+,aq,HSS95,SLOP98.10,1998-06-02,HKF,cal,-196200,-202440,5.9,-67.5,5.8,2.7146,-1.1548,6.2077,-2.7312,-29.1412,-16.7843,0.4615,1
HoO2H,NA,HoO2H,aq,HSS95,NA,1998-01-21,HKF,cal,-241300,-253800,40.5,-116.3,21.8,4.738,3.79,4.2544,-2.9356,-62.2688,-26.7248,-0.03,0
HoO2-,NA,HoO2-,aq,HSS95,SLOP98.10,1998-06-02,HKF,cal,-229100,-244780,30,-96.4,19.2,4.7894,3.9112,4.216,-2.9406,-39.5064,-22.6712,1.1748,-1
HoNO3+2,NA,HoNO3+2,aq,HSS95,NA,1998-01-21,HKF,cal,-188200,-225600,-42.1,28.6,-8.9,1.1895,-4.8717,7.6537,-2.5775,38.506,2.7579,1.7013,2
HoHCO3+2,NA,HoHCO3+2,aq,HSS95,NA,1998-01-21,HKF,cal,-304000,-332100,-17,43.3,-13.2,0.4557,-6.662,8.3538,-2.5035,43.5512,5.7598,1.3115,2
HoH2PO4+2,NA,HoH2PO4+2,aq,HSS95,SLOP98.10,1998-06-02,HKF,cal,-434600,-482100,-33.5,46,-6.6,1.4594,-4.2123,7.393,-2.6048,47.5067,6.3118,1.5684,2
HoCO3+,NA,HoCO3+,aq,HSS95,SLOP98.10,1998-06-02,HKF,cal,-298600,-335640,-47,-60.1,-23.7,-0.9954,-10.2047,9.7433,-2.357,-17.4516,-15.2972,1.2659,1
HoSO4+,NA,HoSO4+,aq,HSS95,NA,2007-10-11,HKF,cal,-344200,-381500,-17,-55,-4.6,1.4371,-4.2696,7.4212,-2.6024,-18.6528,-14.2584,0.8111,1
ErCl+2,NA,ErCl+2,aq,HSS95,NA,1998-01-21,HKF,cal,-191700,-205400,-33.2,2.1,-21.7,-0.6062,-9.2588,9.381,-2.3961,21.6825,-2.6303,1.5579,2
ErCl2+,NA,ErCl2+,aq,HSS95,NA,1998-01-21,HKF,cal,-222600,-244700,-19,2.9,2.9,2.4799,-1.7255,6.427,-2.7076,15.6173,-2.455,0.8449,1
ErCl3,NA,ErCl3,aq,HSS95,NA,1998-01-21,HKF,cal,-253400,-287100,-15.6,-31.7,30.2,5.8915,6.6023,3.158,-3.0518,-12.6987,-9.4955,-0.03,0
ErCl4-,NA,ErCl4-,aq,HSS95,NA,1998-01-21,HKF,cal,-284200,-333200,-24.7,-101.5,59.8,10.7108,18.3744,-1.4789,-3.5385,-34.94,-23.7519,2.008,-1
ErF+2,NA,ErF+2,aq,HSS95,NA,1998-01-21,HKF,cal,-233700,-242900,-20.4,6.2,-40.7,-3.2867,-15.8018,11.9486,-2.1257,22.3012,-1.7948,1.3642,2
ErF2+,NA,ErF2+,aq,HSS95,NA,1998-01-21,HKF,cal,-305900,-325700,-16.1,12.7,-37.5,-3.0637,-15.2566,11.7333,-2.1482,20.9464,-0.4598,0.8002,1
ErF3,NA,ErF3,aq,HSS95,NA,1998-01-21,HKF,cal,-376800,-411900,-27.7,-14.6,-33.9,-2.8834,-14.8179,11.564,-2.1663,-2.6893,-6.0166,-0.03,0
ErF4-,NA,ErF4-,aq,HSS95,NA,1998-01-21,HKF,cal,-447100,-503500,-59.3,-75.5,-30.9,-1.5016,-11.4431,10.235,-2.3058,-14.8367,-18.465,2.539,-1
ErOH+2,NA,ErOH+2,aq,HSS95,SLOP98.10,1998-06-02,HKF,cal,-206000,-218220,-14.6,-20.6,2.6,2.5526,-1.5478,6.3556,-2.7149,5.8637,-7.2307,1.2776,2
ErO+,NA,ErO+,aq,HSS95,SLOP98.10,1998-06-02,HKF,cal,-194800,-202490,0.6,-61.5,5,2.6315,-1.3551,6.2803,-2.7229,-24.9068,-15.5621,0.5394,1
ErO2H,NA,ErO2H,aq,HSS95,NA,1998-01-21,HKF,cal,-240100,-254300,34.8,-103.4,20.4,4.5464,3.3186,4.4476,-2.9161,-54.7085,-24.0971,-0.03,0
ErO2-,NA,ErO2-,aq,HSS95,SLOP98.10,1998-06-02,HKF,cal,-228800,-246130,24,-84,17.7,4.6152,3.4877,4.3792,-2.9231,-31.391,-20.1453,1.2669,-1
ErNO3+2,NA,ErNO3+2,aq,HSS95,NA,1998-01-21,HKF,cal,-186600,-226000,-49.7,26.4,-10.5,1.0128,-5.3011,7.8182,-2.5598,38.1891,2.2996,1.81,2
ErHCO3+2,NA,ErHCO3+2,aq,HSS95,NA,1998-01-21,HKF,cal,-302600,-332200,-22.6,41.1,-14.8,0.2724,-7.1116,8.5345,-2.4849,43.0537,5.3015,1.4006,2
ErH2PO4+2,NA,ErH2PO4+2,aq,HSS95,SLOP98.10,1998-06-02,HKF,cal,-433100,-482200,-39.3,43.8,-8.2,1.2754,-4.66,7.5655,-2.5863,46.9907,5.8534,1.6556,2
ErCO3+,NA,ErCO3+,aq,HSS95,SLOP98.10,1998-06-02,HKF,cal,-297200,-335570,-51.9,-61.1,-24.3,-1.0539,-10.351,9.8086,-2.351,-17.2819,-15.5009,1.348,1
ErSO4+,NA,ErSO4+,aq,HSS95,NA,1998-01-21,HKF,cal,-342700,-381048,-21.1,-56,-5.3,1.3743,-4.4228,7.4814,-2.5961,-18.7119,-14.4621,0.8683,1
TmCl+2,NA,TmCl+2,aq,HSS95,NA,1998-01-21,HKF,cal,-191600,-205300,-33,2.1,-21.7,-0.6062,-9.2588,9.381,-2.3961,21.6825,-2.6303,1.5579,2
TmCl2+,NA,TmCl2+,aq,HSS95,NA,1998-01-21,HKF,cal,-222600,-244600,-18.7,2.9,2.9,2.4761,-1.7342,6.4282,-2.7072,15.5119,-2.455,0.8334,1
TmCl3,NA,TmCl3,aq,HSS95,NA,1998-01-21,HKF,cal,-253400,-287000,-15.3,-31.7,30.2,5.8915,6.6023,3.158,-3.0518,-12.6987,-9.4955,-0.03,0
TmCl4-,NA,TmCl4-,aq,HSS95,NA,1998-01-21,HKF,cal,-284200,-333100,-24.2,-101.5,59.8,10.7064,18.361,-1.4676,-3.5379,-35.0588,-23.7519,1.9951,-1
TmF+2,NA,TmF+2,aq,HSS95,NA,1998-01-21,HKF,cal,-233800,-243000,-20.3,6.2,-40.7,-3.2867,-15.8018,11.9486,-2.1257,22.3012,-1.7948,1.3642,2
TmF2+,NA,TmF2+,aq,HSS95,NA,1998-01-21,HKF,cal,-306000,-325800,-16,12.7,-37.5,-3.0673,-15.2659,11.7377,-2.1478,20.8477,-0.4598,0.7895,1
TmF3,NA,TmF3,aq,HSS95,NA,1998-01-21,HKF,cal,-376900,-412000,-27.5,-14.6,-33.9,-2.8834,-14.8179,11.564,-2.1663,-2.6893,-6.0166,-0.03,0
TmF4-,NA,TmF4-,aq,HSS95,NA,1998-01-21,HKF,cal,-447200,-503600,-59,-75.5,-30.9,-1.5097,-11.4594,10.2349,-2.3052,-15.0561,-18.465,2.5152,-1
TmOH+2,NA,TmOH+2,aq,HSS95,SLOP98.10,1998-06-02,HKF,cal,-206100,-218410,-14.7,-20.5,2.5,2.5389,-1.5805,6.3673,-2.7136,5.9225,-7.2104,1.2776,2
TmO+,NA,TmO+,aq,HSS95,SLOP98.10,1998-06-02,HKF,cal,-194900,-202680,0.5,-61.4,5,2.6339,-1.3489,6.2767,-2.7231,-24.7834,-15.5417,0.5464,1
TmO2H,NA,TmO2H,aq,HSS95,NA,2007-10-11,HKF,cal,-240300,-254500,34.7,-103.1,20.4,4.5464,3.3186,4.4476,-2.9161,-54.5327,-24.036,-0.03,0
TmO2-,NA,TmO2-,aq,HSS95,SLOP98.10,1998-06-02,HKF,cal,-228700,-246120,23.9,-83.7,17.7,4.6152,3.4877,4.3792,-2.9231,-31.2152,-20.0842,1.2669,-1
TmNO3+2,NA,TmNO3+2,aq,HSS95,NA,1998-01-21,HKF,cal,-186700,-226000,-49.3,26.4,-10.5,1.0128,-5.3011,7.8182,-2.5598,38.1891,2.2996,1.81,2
TmHCO3+2,NA,TmHCO3+2,aq,HSS95,NA,1998-01-21,HKF,cal,-302600,-332200,-22.4,41.1,-14.8,0.2724,-7.1116,8.5345,-2.4849,43.0537,5.3015,1.4006,2
TmH2PO4+2,NA,TmH2PO4+2,aq,HSS95,SLOP98.10,1998-06-02,HKF,cal,-433100,-482200,-39.1,43.8,-8.2,1.2716,-4.6688,7.568,-2.5859,46.8875,5.8534,1.6444,2
TmCO3+,NA,TmCO3+,aq,HSS95,NA,1998-01-21,HKF,cal,-297300,-312700,-51.6,-61.1,-24.3,-1.0611,-10.3695,9.8181,-2.3502,-17.4772,-15.5009,1.3268,1
TmSO4+,NA,TmSO4+,aq,HSS95,NA,2007-10-11,HKF,cal,-342700,-381120,-21.2,-56,-5.3,1.3743,-4.4228,7.4814,-2.5961,-18.7119,-14.4621,0.8683,1
YbCl+2,NA,YbCl+2,aq,HSS95,NA,1998-01-21,HKF,cal,-184600,-196900,-31.5,-2.6,-23.3,-0.8419,-9.8331,9.6042,-2.3724,18.7222,-3.5928,1.5372,2
YbCl2+,NA,YbCl2+,aq,HSS95,NA,1998-01-21,HKF,cal,-215400,-236000,-16.9,-6.3,1,2.2137,-2.3759,6.6832,-2.6807,9.9034,-4.3329,0.8111,1
YbCl3,NA,YbCl3,aq,HSS95,NA,1998-01-21,HKF,cal,-246100,-278100,-12.9,-38.3,28.2,5.6076,5.9109,3.426,-3.0233,-12.8306,-12.6696,-0.03,0
YbCl4-,NA,YbCl4-,aq,HSS95,NA,1998-01-21,HKF,cal,-276900,-323800,-21,-125.3,57.5,10.3734,17.5486,-1.1496,-3.5044,-49.4701,-28.6028,1.9457,-1
YbF+2,NA,YbF+2,aq,HSS95,NA,1998-01-21,HKF,cal,-226900,-234900,-19.5,1.5,-42.4,-3.5184,-16.3679,12.1716,-2.1023,19.4495,-2.7572,1.3552,2
YbF2+,NA,YbF2+,aq,HSS95,NA,1998-01-21,HKF,cal,-299100,-317700,-15.2,3.5,-39.4,-3.3257,-15.8931,11.9766,-2.1219,15.3476,-2.3377,0.779,1
YbF3,NA,YbF3,aq,HSS95,NA,1998-01-21,HKF,cal,-370100,-403900,-26.5,-30.2,-36,-3.1673,-15.5093,11.8317,-2.1377,-11.8214,-9.1906,-0.03,0
YbF4-,NA,YbF4-,aq,HSS95,NA,1998-01-21,HKF,cal,-440400,-495300,-57.3,-99.3,-33.2,-1.8339,-12.2511,10.5461,-2.2724,-29.2268,-23.3159,2.492,-1
YbOH+2,NA,YbOH+2,aq,HSS95,SLOP98.10,1998-06-02,HKF,cal,-199300,-210120,-13.1,-22.3,2.8,2.5716,-1.504,6.3438,-2.7167,4.639,-7.577,1.2528,2
YbO+,NA,YbO+,aq,HSS95,SLOP98.10,2007-10-11,HKF,cal,-188200,-195780,-2.2,-63.3,5.3,2.6656,-1.2698,6.2422,-2.7264,-26.1516,-15.9287,0.5188,1
YbO2H,NA,YbO2H,aq,HSS95,NA,2007-10-11,HKF,cal,-233800,-246500,36.5,-107.2,20.8,4.6011,3.456,4.3859,-2.9218,-56.9357,-24.8711,-0.03,0
YbO2-,NA,YbO2-,aq,HSS95,SLOP98.10,1998-06-02,HKF,cal,-221800,-237646.19,25.8,-87.7,18.2,4.6743,3.6324,4.3212,-2.9291,-33.8142,-20.899,1.2392,-1
YbNO3+2,NA,YbNO3+2,aq,HSS95,NA,1998-01-21,HKF,cal,-179800,-217600,-47,21.6,-12.2,0.7716,-5.8922,8.0541,-2.5353,35.0774,1.3371,1.7728,2
YbHCO3+2,NA,YbHCO3+2,aq,HSS95,NA,1998-01-21,HKF,cal,-295792,-323900,-20.7,36.3,-16.5,0.0344,-7.6923,8.7622,-2.4609,40.0319,4.339,1.3732,2
YbH2PO4+2,NA,YbH2PO4+2,aq,HSS95,SLOP98.10,1998-06-02,HKF,cal,-426300,-473900,-37.31,39.1,-9.8,1.0354,-5.248,7.801,-2.5619,43.9143,4.891,1.6222,2
YbCO3+,NA,YbCO3+,aq,HSS95,SLOP98.10,1998-06-02,HKF,cal,-290500,-327410,-50.2,-61.1,-24.3,-1.0611,-10.3695,9.8181,-2.3502,-17.4772,-15.5009,1.3268,1
YbSO4+,NA,YbSO4+,aq,HSS95,SLOP98.10,2007-10-11,HKF,cal,-335800,-372900,-20.1,-58.1,-6,1.2745,-4.6665,7.5772,-2.586,-20.0516,-14.8899,0.8565,1
LuCl+2,NA,LuCl+2,aq,HSS95,NA,1998-01-21,HKF,cal,-190700,-204600,-38.9,7.3,-23.9,-0.882,-9.9277,9.6353,-2.3685,25.5113,-1.5761,1.6444,2
LuCl2+,NA,LuCl2+,aq,HSS95,NA,1998-01-21,HKF,cal,-221300,-244000,-26.2,13,0.4,2.1736,-2.4767,6.7285,-2.6765,22.4451,-0.3982,0.9437,1
LuCl3,NA,LuCl3,aq,HSS95,NA,1998-01-21,HKF,cal,-251900,-286846,-25.1,-14.7,27.5,5.5129,5.6785,3.5203,-3.0136,-2.6969,-6.0192,-0.03,0
LuCl4-,NA,LuCl4-,aq,HSS95,NA,1998-01-21,HKF,cal,-282500,-333800,-37.7,-75.4,56.7,10.3535,17.5009,-1.1323,-3.5024,-17.8947,-18.439,2.199,-1
LuF+2,NA,LuF+2,aq,HSS95,NA,1998-01-21,HKF,cal,-233300,-241900,-23.6,11.4,-43,-3.573,-16.4994,12.2192,-2.0968,25.8414,-0.7406,1.4192,2
LuF2+,NA,LuF2+,aq,HSS95,NA,1998-01-21,HKF,cal,-305600,-324800,-19.2,22.8,-40,-3.3883,-16.0473,12.0392,-2.1155,27.2751,1.5969,0.8449,1
LuF3,NA,LuF3,aq,HSS95,NA,1998-01-21,HKF,cal,-376563,-411300,-31.8,2.4,-36.7,-3.2619,-15.742,11.9264,-2.1281,7.3122,-2.5402,-0.03,0
LuF4-,NA,LuF4-,aq,HSS95,NA,1998-01-21,HKF,cal,-446900,-503800,-66.1,-49.4,-34,-1.8892,-12.387,10.6014,-2.2668,1.382,-13.1521,2.6403,-1
LuOH+2,NA,LuOH+2,aq,HSS95,SLOP98.10,1998-06-02,HKF,cal,-205700,-218340,-21.3,-12.9,1.5,2.4374,-1.8325,6.4754,-2.7031,11.3407,-5.6622,1.3823,2
LuO+,NA,LuO+,aq,HSS95,SLOP98.10,1998-06-02,HKF,cal,-195200,-203450,-6.6,-53.3,3.8,2.5066,-1.6582,6.3957,-2.7104,-19.0294,-13.8917,0.6557,1
LuO2H,NA,LuO2H,aq,HSS95,NA,1998-01-21,HKF,cal,-240200,-255100,27.1,-85.8,18.5,4.2864,2.6831,4.6987,-2.8898,-44.3938,-20.512,-0.03,0
LuO2-,NA,LuO2-,aq,HSS95,SLOP98.10,1998-06-02,HKF,cal,-229200,-247400,15.8,-67,15.6,4.3695,2.8897,4.6099,-2.8984,-20.2927,-16.6824,1.3901,-1
LuNO3+2,NA,LuNO3+2,aq,HSS95,NA,1998-01-21,HKF,cal,-186700,-227300,-58.7,31.6,-12.8,0.7523,-5.9353,8.0622,-2.5335,42.431,3.3538,1.9413,2
LuHCO3+2,NA,LuHCO3+2,aq,HSS95,NA,1998-01-21,HKF,cal,-302300,-332400,-29.5,46.3,-17.1,0.0033,-7.7669,8.7884,-2.4578,47.0638,6.3556,1.5067,2
LuH2PO4+2,NA,LuH2PO4+2,aq,HSS95,SLOP98.10,1998-06-02,HKF,cal,-432800,-482400,-46.3,49,-10.4,1.006,-5.3207,7.831,-2.5589,50.9918,6.9076,1.7607,2
LuCO3+,NA,LuCO3+,aq,HSS95,SLOP98.10,1998-06-02,HKF,cal,-296900,-335420,-57.7,-58.8,-25.3,-1.1546,-10.5926,9.8949,-2.341,-15.3205,-15.0324,1.4146,1
LuSO4+,NA,LuSO4+,aq,HSS95,NA,2007-10-11,HKF,cal,-342200,-380630,-26.6,-53.7,-6.2,1.2811,-4.6503,7.5708,-2.5867,-16.5465,-13.9936,0.957,1
Pd+2,Pd+2,Pd+2,aq,SS98a.3,NA,1992-04-09,HKF,cal,42200,42540,-21.1,-5.7,-19.4,-0.3631,-8.6602,9.1359,-2.4209,17.1907,-4.1915,1.5579,2
Pt+2,Pt+2,Pt+2,aq,SS98a.3,NA,1992-04-09,HKF,cal,61600,60900,-23.6,-7,-21.7,-0.6648,-9.3985,9.4293,-2.3904,16.8028,-4.4624,1.6005,2
PdSO4,Pd(SO4),Pd(SO4),aq,SS98a.3,NA,1992-04-14,HKF,cal,-139000,-173450,-0.9,-20.1,4,2.3022,-2.1585,6.5951,-2.6897,-5.8662,-7.1207,-0.03,0
PdO,PdO,PdO,aq,SS98a.3,NA,1992-04-14,HKF,cal,-11500,-24320,-9.5,-4.7,-16.3,-0.4755,-8.9398,9.256,-2.4093,3.1356,-3.9919,-0.03,0
PdOH+,Pd(OH)+,Pd(OH)+,aq,SS98a.3,NA,1995-07-13,HKF,cal,-13130,-24120,-3.4,12.8,-13.5,0.1226,-7.4741,8.6697,-2.4699,19.2537,-0.4271,0.6063,1
Pd(SO4)2-2,Pd(SO4)2-2,Pd(SO4)2-2,aq,SS98a.3,NA,1995-04-14,HKF,cal,-319640,-388900,19.2,-34.4,27.4,6.502,8.0916,2.5759,-3.1134,12.9271,-10.0418,2.9221,-2
Pd(SO4)3-4,Pd(SO4)3-4,Pd(SO4)3-4,aq,SS98a.3,NA,1994-07-28,HKF,cal,-499900,-603950,39.4,-48.2,50.8,10.7074,18.3646,-1.4712,-3.5381,32.1909,-12.8528,5.891,-4
